NODCCODE,TSN,spp_code,Scientificname,Commonname,Manufactured_nodccode,Manufactured_tsn,spp_code_old
8713040401,160918,Cru. atlantis,Cruriraja atlantis,Atlantic Pygmy Skate,0,0,C. atlantis
8713040402,160919,Cru. poeyi,Cruriraja poeyi,Coffee Pygmy Skate,0,0,C. poeyi
8713040403,160920,Cru. rugosa,Cruriraja rugosa,Rough Pygmy Skate,0,0,C. rugosa
8713040500,160921,Dactylobatus spp.,Dactylobatus spp.,hardnose skates,0,0,Dactylobatus spp.
8713040501,160922,Dac. armatus,Dactylobatus armatus,Skillet Skate,0,0,D. armatus
8713040701,564154,Spr. folirostris,Springeria folirostris,Leafnose Legskate,0,0,Ana. folirostris
8713041000,564035,Rostroraja spp.,Rostroraja spp.,hardnose skates,1,0,Rostroraja spp.
8713041001,160859,Ros. ackleyi,Rostroraja ackleyi,Ocellate Skate,1,0,Raj. ackleyi
8713041002,160855,Ros. eglanteria,Rostroraja eglanteria,Clearnose Skate,1,0,Raj. eglanteria
8713041003,160875,Ros. texana,Rostroraja texana,Roundel Skate,1,0,Raj. texana
8713050000,160946,Dasyatidae spp.,Dasyatidae spp.,whiptail stingrays,0,0,Dasyatidae spp.
8713050100,160947,Hypanus spp.,Hypanus spp.,Whiptail Stingrays,0,0,Dasyatis spp.
8713050103,160951,Hyp. americanus,Hypanus americanus,Southern Stingray,0,0,Das. americana
8713050104,160952,Bat. centroura,Bathytoshia centroura,Roughtail Stingray,0,0,Das. centroura
8713050105,160953,Hyp. sabinus,Hypanus sabinus,Atlantic Stingray,0,0,Das. sabina
8713050106,160954,Hyp. say,Hypanus say,Bluntnose Stingray,0,0,Das. say
8713050112,621026,Pte. violacea,Pteroplatytrygon violacea,Pelagic Stingray,1,0,Pteroplatytrygon violacea
8713050200,160960,Gymnura spp.,Gymnura spp.,butterfly rays,0,0,Gymnura spp.
8713050201,160961,Gym. altavela,Gymnura altavela,Spiny Butterfly Ray,0,0,G. altavela
8713050202,160962,Gym. lessae,Gymnura lessae,Atlantic Butterfly Ray,0,0,Gym. micrura
8713050300,160964,Urobatis spp.,Urobatis spp.,American round stingrays,0,0,Urolophus spp.
8713050301,621035,Uro. jamaicensis,Urobatis jamaicensis,Yellow Stingray,0,0,U. jamaicensis
8713070000,160976,Myliobatidae spp.,Myliobatidae spp.,eagle rays,0,0,Myliobatidae spp.
8713070100,160977,Aetobatus spp.,Aetobatus spp.,pelagic eagle rays,0,0,Aetobatis spp.
8713070101,160978,Aet. narinari,Aetobatus narinari,Spotted Eagle Ray,0,0,A. narinari
8713070200,160979,Myliobatis spp.,Myliobatis spp.,eagle rays,0,0,Myliobatis spp.
8713070201,564391,Myl. freminvillii,Myliobatis freminvillii,Bullnose Ray,0,0,M. freminvillei
8713070203,160982,Myl. goodei,Myliobatis goodei,Southern Eagle Ray,0,0,M. goodei
8713070300,160984,Rhinoptera spp.,Rhinoptera spp.,cownose rays,0,0,Rhinoptera spp.
8713070301,160985,Rhi. bonasus,Rhinoptera bonasus,Cownose Ray,0,0,R. bonasus
8713070302,160986,Rhi. brasiliensis,Rhinoptera brasiliensis,Brazilian Cownose Ray,0,0,R. brasiliensis
8713080000,160990,Mobulidae spp.,Mobulidae spp.,mantas,0,0,Mobulidae spp.
8713080200,160995,Mobula spp.,Mobula spp.,mantas,0,0,Mobula spp.
8713080202,160997,Mob. hypostoma,Mobula hypostoma,Devil Ray,0,0,M. hypostoma
8713080207,160992,Mob. birostris,Mobula birostris,Giant Manta,1,0,Man. birostris
8713100000,161003,Rhinopteridae spp.,Rhinopteridae spp.,cownose rays,1,1,Rhinopteridae spp.
8713120100,160843,Narcine spp.,Narcine spp.,electric rays,0,0,Narcine spp.
8713120101,160844,Nar. bancroftii,Narcine bancroftii,Lesser Electric Ray,0,0,N. brasiliensis
8713130000,649688,Anacanthobatidae spp.,Anacanthobatidae spp.,legskates,1,0,Anacanthobatidae spp.
8713140000,564010,Gymnuridae spp.,Gymnuridae spp.,Butterfly Rays,1,0,Gymnuridae spp.
8713154000,564006,Narcinidae spp.,Narcinidae spp.,electric rays,1,0,Narcinidae spp.
8713160000,649780,Urotrygonidae spp.,Urotrygonidae spp.,American Round Stingrays,1,1,Urotrygonidae spp.
8722222222,8722,Unidentified baitfish,Unidentified baitfish,Unidentified Baitfish,1,1,Unidentified baitfish
8729010000,161064,Acipenseridae spp.,Acipenseridae spp.,sturgeons,0,0,Acipenseridae spp.
8729010100,161065,Acipenser spp.,Acipenser spp.,sturgeons,0,0,Acipenser spp.
8729010104,161069,Aci. brevirostrum,Acipenser brevirostrum,Shortnose Sturgeon,0,0,A. brevirostrum
8729010105,573257,Aci. oxyrinchus,Acipenser oxyrinchus,Atlantic Sturgeon,0,0,A. oxyrhynchus
8729010113,624005,Aci. desotoi,Acipenser desotoi,Gulf Sturgeon,1,0,Aci. oxyrinchus desotoi
8729020000,161086,Polyodontidae spp.,Polyodontidae spp.,Paddlefishes,0,0,Polyodontidae spp.
8729020100,161087,Polyodon spp.,Polyodon spp.,paddlefishes,0,0,Polyodon spp.
8729020101,161088,Pol. spathula,Polyodon spathula,Paddlefish,0,0,P. spathula
8732010000,161092,Lepisosteidae spp.,Lepisosteidae spp.,gars,0,0,Lepisosteidae spp.
8732010100,161093,Lepisosteus spp.,Lepisosteus spp.,Gars,0,0,Lepisosteus spp.
8732010101,161094,Lep. osseus,Lepisosteus osseus,Longnose Gar,0,0,L. osseus
8732010102,161095,Lep. oculatus,Lepisosteus oculatus,Spotted Gar,0,0,L. oculatus
8732010105,161098,Lep. platyrhincus,Lepisosteus platyrhincus,Florida Gar,0,0,L. platyrhincus
8732010200,201896,Atractosteus spp.,Atractosteus spp.,gars,0,0,Atractosteus spp.
8732010201,201897,Atr. spatula,Atractosteus spatula,Alligator Gar,0,0,L. spatula
8734010000,161102,Amiidae spp.,Amiidae spp.,bowfins,0,0,Amiidae spp.
8734010100,161103,Amia spp.,Amia spp.,bowfins,0,0,Amia spp.
8734010101,161104,Ami. calva,Amia calva,Bowfin,0,0,A. calva
8737000000,161107,Elopiformes spp.,Elopiformes spp.,Tarpons,0,0,Elopiformes spp.
8738010000,161109,Elopidae spp.,Elopidae spp.,tenpounders,0,0,Elopidae spp.
8738010100,161110,Elops spp.,Elops spp.,tenpounders,0,0,Elops spp.
8738010101,161111,Elo. saurus,Elops saurus,Ladyfish,0,0,E. saurus
8738010199,161113,Elo. smithi,Elops smithi,Malacho,1,1,E. smithi
8738020000,161114,Megalopidae spp.,Megalopidae spp.,tarpons,0,0,Megalopidae spp.
8738020200,161115,Megalops spp.,Megalops spp.,tarpons,0,0,Megalops spp.
8738020201,161116,Meg. atlanticus,Megalops atlanticus,Tarpon,0,0,M. atlanticus
8739010000,161119,Albulidae spp.,Albulidae spp.,bonefishes,0,0,Albulidae spp.
8739010100,161120,Albula spp.,Albula spp.,bonefishes,0,0,Albula spp.
8739010101,161121,Alb. vulpes,Albula vulpes,Bonefish,0,0,A. vulpes
8739010103,161122,Albula sp. cf. vulpes,Albula sp. cf. vulpes,bonefishes,1,1,A. conorhynchus
8739010104,635091,Alb. goreensis,Albula goreensis,Senegalese Bonefish,1,1,A. goreensis
8740000000,161123,Anguilliformes spp.,Anguilliformes spp.,Eels,0,0,Anguilliformes spp.
8741010000,161125,Anguillidae spp.,Anguillidae spp.,freshwater eels,0,0,Anguillidae spp.
8741010100,161126,Anguilla spp.,Anguilla spp.,freshwater eels,0,0,Anguilla spp.
8741010101,161127,Ang. rostrata,Anguilla rostrata,American Eel,0,0,A. rostrata
8741020000,161136,Moringuidae spp.,Moringuidae spp.,spaghetti eels,0,0,Moringuidae spp.
8741020100,161137,Moringua spp.,Moringua spp.,spaghetti eels,0,0,Moringua spp.
8741020101,161138,Mor. edwardsi,Moringua edwardsi,Spaghetti Eel,0,0,M. edwardsi
8741020200,161142,Neoconger spp.,Neoconger spp.,spaghetti eels,0,0,Neoconger spp.
8741020201,161143,Neo. mucronatus,Neoconger mucronatus,Ridged Eel,0,0,N. mucronatus
8741040000,161147,Chlopsidae spp.,Chlopsidae spp.,false morays,0,0,Xenocongridae spp.
8741040100,161148,Chilorhinus spp.,Chilorhinus spp.,false morays,0,0,Chilorhinus spp.
8741040101,161149,Chi. suensonii,Chilorhinus suensonii,Seagrass Eel,0,0,C. suensoni
8741040200,161151,Kaupichthys spp.,Kaupichthys spp.,false morays,0,0,Kaupichthys spp.
8741040201,161152,Kau. hyoproroides,Kaupichthys hyoproroides,False Moray,0,0,K. hyoproroides
8741040202,161153,Kau. nuchalis,Kaupichthys nuchalis,Collared Eel,0,0,K. nuchalis
8741040500,161157,Chlopsis spp.,Chlopsis spp.,false morays,0,0,Chlopsis spp.
8741040501,161158,Chl. bicolor,Chlopsis bicolor,Bicolor Eel,0,0,C. bicolor
8741050000,161160,Muraenidae spp.,Muraenidae spp.,morays,0,0,Muraenidae spp.
8741050100,161161,Anarchias spp.,Anarchias spp.,morays,0,0,Anarchias spp.
8741050107,161169,Ana. similis,Anarchias similis,Pygmy Moray,0,0,A. similis
8741050200,161170,Echidna spp.,Echidna spp.,morays,0,0,Echidna spp.
8741050201,161171,Ech. catenata,Echidna catenata,Chain Moray,0,0,E. catenata
8741050300,161179,Enchelycore spp.,Enchelycore spp.,morays,0,0,Enchelycore spp.
8741050301,161180,Enc. nigricans,Enchelycore nigricans,Viper Moray,0,0,Enc. nigricans
8741050302,161181,Enc. carychroa,Enchelycore carychroa,Chestnut Moray,0,0,E. carychroa
8741050400,161185,Gymnothorax spp.,Gymnothorax spp.,morays,0,0,Gymnothorax spp.
8741050401,161186,Gym. funebris,Gymnothorax funebris,Green Moray,0,0,G. funebris
8741050403,161188,Gym. moringa,Gymnothorax moringa,Spotted Moray,0,0,G. moringa
8741050404,161189,Gym. nigromarginatus,Gymnothorax nigromarginatus,Blackedge Moray,0,0,G. nigromarginatus
8741050406,161191,Gym. polygonius,Gymnothorax polygonius,Polygon Moray,0,0,G. polygonius
8741050407,161192,Gym. saxicola,Gymnothorax saxicola,Honeycomb Moray,0,0,G. saxicola
8741050408,161193,Gym. vicinus,Gymnothorax vicinus,Purplemouth Moray,0,0,G. vicinus
8741050430,161218,Gym. hubbsi,Gymnothorax hubbsi,Lichen Moray,0,0,G. hubbsi
8741050436,161224,Gym. maderensis,Gymnothorax maderensis,Sharktooth Moray,0,0,G. maderensis
8741050446,161235,Gym. kolpos,Gymnothorax kolpos,Blacktail Moray,0,0,G. kolpos
8741050448,161237,Gym. miliaris,Gymnothorax miliaris,Goldentail Moray,0,0,M. miliaris
8741050500,161238,Muraena spp.,Muraena spp.,morays,0,0,Muraena spp.
8741050502,161240,Mur. retifera,Muraena retifera,Reticulate Moray,0,0,M. retifera
8741050504,161242,Mur. robusta,Muraena robusta,Stout Moray,0,0,M. robusta
8741050600,635324,Monopenchelys spp.,Monopenchelys spp.,morays,0,0,Monopenchelys spp.
8741050601,635412,Mon. acuta,Monopenchelys acuta,Redface Moray,0,0,Mon. acuta
8741050700,161246,Uropterygius spp.,Uropterygius spp.,morays,0,0,Uropterygius spp.
8741050715,161262,Uro. macularius,Uropterygius macularius,Marbled Moray,0,0,U. diopus
8741050901,161266,Enc. anatina,Enchelycore anatina,Fangtooth Moray,0,0,L. anatinus
8741080100,161289,Hoplunnis spp.,Hoplunnis spp.,duckbill eels,0,0,Hoplunnis spp.
8741080101,161290,Hop. diomediana,Hoplunnis diomediana,Blacktail Pikeconger,0,0,Hoplunnis diomediana
8741080102,161291,Hop. macrura,Hoplunnis macrura,Freckled Pikeconger,0,0,Hoplunnis macrura
8741080103,161292,Hop. tenuis,Hoplunnis tenuis,Spotted Pikeconger,0,0,H. tenuis
8741080200,161293,Nettenchelys spp.,Nettenchelys spp.,duckbill eels,0,0,Nettenchelys spp.
8741080201,621141,Net. pygmaea,Nettenchelys pygmaea,Pygmy Pikeconger,1,1,Nettenchelys pygmaea
8741100000,161301,Nettastomatidae spp.,Nettastomatidae spp.,Duckbill Eels,0,0,Nettastomatidae spp.
8741100100,161302,Facciolella spp.,Facciolella spp.,duckbill eels,0,0,Facciolella spp.
8741100300,161312,Saurenchelys spp.,Saurenchelys spp.,duckbill eels,0,0,Saurenchelys spp.
8741100302,161314,Sau. cognita,Saurenchelys cognita,Longface Eel,0,0,S. cognita
8741120000,161324,Congridae spp.,Congridae spp.,conger eels,0,0,Congridae spp.
8741120100,161325,Conger spp.,Conger spp.,conger eels,0,0,Conger spp.
8741120101,161326,Con. oceanicus,Conger oceanicus,Conger Eel,0,0,C. oceanicus
8741120102,161327,Con. triporiceps,Conger triporiceps,Manytooth Conger,0,0,C. triporiceps
8741120200,161343,Ariosoma spp.,Ariosoma spp.,conger eels,0,0,Ariosoma spp.
8741120201,161344,Ari. balearicum,Ariosoma balearicum,Bandtooth Conger,0,0,A. balearicum
8741120205,161349,Ari. anale,Ariosoma anale,Longtrunk Conger,0,0,A. anale
8741120400,161359,Gnathophis spp.,Gnathophis spp.,conger eels,0,0,Gnathophis spp.
8741120402,161361,Gna. bathytopos,Gnathophis bathytopos,Blackgut Conger,0,0,G. bathytopos
8741120403,161362,Gna. bracheatopos,Gnathophis bracheatopos,Longeye Conger,0,0,G. bracheatopos
8741120500,161368,Paraconger spp.,Paraconger spp.,conger eels,0,0,Paraconger spp.
8741120501,161369,Par. caudilimbatus,Paraconger caudilimbatus,Margintail Conger,0,0,P. caudilimbatus
8741120800,161382,Uroconger spp.,Uroconger spp.,conger eels,0,0,Uroconger spp.
8741120801,161383,Uro. syringinus,Uroconger syringinus,Threadtail Conger,0,0,U. syringinus
8741120900,161384,Xenomystax spp.,Xenomystax spp.,conger eels,0,0,Xenomystax spp.
8741120902,161386,Xen. congroides,Xenomystax congroides,Bristletooth Conger,0,0,X. congroides
8741121000,161387,Rhynchoconger spp.,Rhynchoconger spp.,conger eels,0,0,Hildebrandia spp.
8741121001,161388,Rhy. flavus,Rhynchoconger flavus,Yellow Conger,0,0,H. flava
8741121002,161390,Rhy. gracilior,Rhynchoconger gracilior,Whiptail Conger,0,0,H. gracilior
8741121200,161395,Heteroconger spp.,Heteroconger spp.,Garden Eels,0,0,Heterconger spp.
8741121202,161397,Het. longissimus,Heteroconger longissimus,Brown Garden Eel,0,0,Het. halis
8741121203,161398,Het. luteolus,Heteroconger luteolus,Yellow Garden Eel,0,0,H. luteolus
8741121300,161399,Bathycongrus spp.,Bathycongrus spp.,conger eels,0,0,Bathycongrus spp.
8741121301,621137,Bat. bullisi,Bathycongrus bullisi,Bullish Conger,1,1,Bathycongrus bullisi
8741121302,621138,Bat. dubius,Bathycongrus dubius,Dubious Conger,1,1,Bathycongrus dubius
8741121303,621139,Bat. vicinalis,Bathycongrus vicinalis,Neighbor Conger,1,1,Bathycongrus vicinalis
8741130000,161419,Ophichthidae spp.,Ophichthidae spp.,snake eels,0,0,Ophichthidae spp.
8741130100,161420,Ahlia spp.,Ahlia spp.,snake eels,0,0,Ahlia spp.
8741130101,161421,Ahl. egmontis,Ahlia egmontis,Key Worm Eel,0,0,A. egmontis
8741130200,161422,Bascanichthys spp.,Bascanichthys spp.,snake eels,0,0,Bascanichthys spp.
8741130201,161423,Bas. scuticaris,Bascanichthys scuticaris,Whip Eel,0,0,B. scuticaris
8741130203,161425,Bas. bascanium,Bascanichthys bascanium,Sooty Eel,0,0,B. bascanium
8741130300,161426,Callechelys spp.,Callechelys spp.,snake eels,0,0,Callechelys spp.
8741130301,161427,Cal. muraena,Callechelys muraena,Blotched Snake Eel,0,0,C. muraena
8741130305,161431,Cal. springeri,Callechelys springeri,Ridgefin Eel,0,0,C. springeri
8741130307,161435,Cal. guineensis,Callechelys guineensis,Shorttail Snake Eel,0,0,C. guiniensis
8741130500,161436,Gordiichthys spp.,Gordiichthys spp.,snake eels,0,0,Gordiichthys spp.
8741130501,161437,Gor. irretitus,Gordiichthys irretitus,Horsehair Eel,0,0,G. irretitus
8741130503,161438,Gor. ergodes,Gordiichthys ergodes,Irksome Eel,0,0,G. ergodes
8741130504,161439,Gor. leibyi,Gordiichthys leibyi,String Eel,0,0,G. leibyi
8741130600,161440,Letharchus spp.,Letharchus spp.,snake eels,0,0,Letharchus spp.
8741130601,161441,Let. velifer,Letharchus velifer,Sailfin Eel,0,0,L. velifer
8741130700,161442,Myrichthys spp.,Myrichthys spp.,snake eels,0,0,Myrichthys spp.
8741130707,161449,Myr. breviceps,Myrichthys breviceps,Sharptail Eel,0,0,M. breviceps
8741130708,161450,Myr. ocellatus,Myrichthys ocellatus,Goldspotted Eel,0,0,M. ocellatus
8741130800,161451,Myrophis spp.,Myrophis spp.,snake eels,0,0,Myrophis spp.
8741130801,161452,Myr. platyrhynchus,Myrophis platyrhynchus,Broadnose Worm Eel,0,0,Myr. platyrhynchus
8741130802,161453,Myr. punctatus,Myrophis punctatus,Speckled Worm Eel,0,0,M. punctatus
8741131000,161458,Ophichthus spp.,Ophichthus spp.,snake eels,0,0,Ophichthus spp.
8741131001,161462,Oph. gomesii,Ophichthus gomesii,Shrimp Eel,0,0,O. gomesi
8741131002,161463,Oph. melanoporus,Ophichthus melanoporus,Blackpored Eel,0,0,O. melanoporus
8741131004,161465,Oph. ophis,Ophichthus ophis,Spotted Snake Eel,0,0,O. ophis
8741131009,161472,Oph. rex,Ophichthus rex,King Snake Eel,0,0,O. rex
8741131010,161473,Oph. cruentifer,Ophichthus cruentifer,Margined Snake Eel,0,0,O. cruentifer
8741131013,161479,Oph. hyposagmatus,Ophichthus hyposagmatus,Faintsaddled Snake Eel,0,0,O. hyposagmatus
8741131014,161480,Oph. omorgmus,Ophichthus omorgmus,Dottedline Snake Eel,0,0,O. omorgmus
8741131015,161481,Oph. puncticeps,Ophichthus puncticeps,Palespotted Eel,0,0,O. ocellatus
8741131016,621136,Oph. menezesi,Ophichthus menezesi,Blotchside Snake Eel,1,1,Ophichthus menezesi
8741131400,161484,Pseudomyrophis spp.,Pseudomyrophis spp.,snake eels,0,0,Pseudomyrophis spp.
8741131402,161486,Pse. fugesae,Pseudomyrophis fugesae,Diminutive Worm Eel,0,0,P. fugesae
8741131600,161489,Aprognathodon spp.,Aprognathodon spp.,snake eels,0,0,Aprognathodon spp.
8741131601,161490,Apr. platyventris,Aprognathodon platyventris,Stripe Eel,0,0,A. platyventris
8741131700,161491,Caralophia spp.,Caralophia spp.,snake eels,0,0,Caralophia spp.
8741131701,161492,Car. loxochila,Caralophia loxochila,Slantlip Eel,0,0,C. loxochila
8741132500,161527,Ichthyapus spp.,Ichthyapus spp.,snake eels,0,0,Ichthyapus spp.
8741132502,161529,Ich. ophioneus,Ichthyapus ophioneus,Surf Eel,0,0,I. ophioneus
8741132600,161531,Apterichtus spp.,Apterichtus spp.,snake eels,0,0,Apterichtus spp.
8741132602,161534,Apt. ansp,Apterichtus ansp,Academy Eel,0,0,A. ansp
8741132603,161536,Apt. kendalli,Apterichtus kendalli,Finless Eel,0,0,A. kendalli
8741132800,161542,Ethadophis spp.,Ethadophis spp.,snake eels,0,0,Ethadophis spp.
8741132803,161545,Eth. akkistikos,Ethadophis akkistikos,Indifferent Eel,0,0,E. akkistikos
8741133100,161550,Echiophis spp.,Echiophis spp.,snake eels,0,0,Echiophis spp.
8741133101,161551,Ech. intertinctus,Echiophis intertinctus,Spotted Spoon-nose Eel,0,0,E. intertinctus
8741133102,161553,Ech. punctifer,Echiophis punctifer,Snapper Eel,0,0,E. punctifer
8741170000,161595,Synaphobranchidae spp.,Synaphobranchidae spp.,cutthroat eels,0,0,Dysommidae spp.
8741170100,161596,Dysomma spp.,Dysomma spp.,cutthroat eels,0,0,Dysomma spp.
8741170101,161597,Dys. anguillare,Dysomma anguillare,Shortbelly Eel,0,0,D. anguillare
8743030000,161678,Notacanthidae spp.,Notacanthidae spp.,Deep-sea Spiny Eels,0,0,Notacanthidae spp.
8743030200,161679,Polyacanthonotus spp.,Polyacanthonotus spp.,deepsea spiny eels,0,0,Macdonaldi spp.
8743030204,161685,Pol. rissoanus,Polyacanthonotus rissoanus,Smallmouth Tapirfish,0,0,Pol. rostrata
8743030300,161689,Notacanthus spp.,Notacanthus spp.,deepsea spiny eels,0,0,Notacanthus spp.
8743030301,161690,Not. chemnitzii,Notacanthus chemnitzii,Snubnosed Spiny Eel,0,0,N. chemnitzii
8747000000,161694,Clupeiformes spp.,Clupeiformes spp.,Herrings and Anchovies,1,0,Clupeiformes spp.
8747010000,161700,Clupeidae spp.,Clupeidae spp.,Herrings,0,0,Clupeidae spp.
8747010600,161742,Etrumeus spp.,Etrumeus spp.,herrings,0,0,Etrumeus spp.
8747010602,161744,Etr. sadina,Etrumeus sadina,Round Herring,0,0,Etr. teres
8747020000,553173,Engraulidae spp.,Engraulidae spp.,anchovies,0,0,Engraulidae spp.
8747020100,161827,Engraulis spp.,Engraulis spp.,anchovies,0,0,Engraulis spp.
8747020103,161830,Eng. eurystole,Engraulis eurystole,Silver Anchovy,0,0,E. eurystole
8747020200,161837,Anchoa spp.,Anchoa spp.,Anchovies,0,0,Anchoa spp.
8747020201,161838,Anc. hepsetus,Anchoa hepsetus,Striped Anchovy,0,0,A. hepsetus
8747020202,161839,Anc. mitchilli,Anchoa mitchilli,Bay Anchovy,0,0,A. mitchilli
8747020203,161840,Anc. cubana,Anchoa cubana,Cuban Anchovy,0,0,A. cubana
8747020204,161841,Anc. lamprotaenia,Anchoa lamprotaenia,Bigeye Anchovy,0,0,A. lamprotaenia
8747020205,161842,Anc. lyolepis,Anchoa lyolepis,Dusky Anchovy,0,0,A. lyolepis
8747020209,161846,Anc. cayorum,Anchoa cayorum,Key Anchovy,0,0,A. cayorum
8747020300,161853,Anchoviella spp.,Anchoviella spp.,anchovies,0,0,Anchoviella spp.
8747020304,161857,Anc. perfasciata,Anchoviella perfasciata,Flat Anchovy,0,0,A. perfasciata
8747040000,999994,Spratelloididae spp.,Spratelloididae spp.,dwarf herrings,1,1,Spratelloididae spp.
8747040100,161758,Jenkinsia spp.,Jenkinsia spp.,dwarf herrings,1,0,Jenkinsia spp.
8747040101,161759,Jen. lamprotaenia,Jenkinsia lamprotaenia,Dwarf Herring,1,0,J. lamprotaenia
8747040102,161760,Jen. majua,Jenkinsia majua,Little-eye Herring,1,0,J. majua
8747040103,161761,Jen. stolifera,Jenkinsia stolifera,Shortband Herring,1,0,J. stolifera
8747050000,999993,Alosidae spp.,Alosidae spp.,shads,1,1,Alosidae spp.
8747050100,161701,Alosa spp.,Alosa spp.,shads,1,0,Alosa spp.
8747050101,161702,Alo. sapidissima,Alosa sapidissima,American Shad,1,0,A. sapidissima
8747050102,161703,Alo. aestivalis,Alosa aestivalis,Blueback Herring,1,0,A. aestivalis
8747050103,161704,Alo. mediocris,Alosa mediocris,Hickory Shad,1,0,A. mediocris
8747050104,161705,Alo. alabamae,Alosa alabamae,Alabama Shad,1,0,A. alabamae
8747050105,161707,Alo. chrysochloris,Alosa chrysochloris,Skipjack Herring,1,0,A. chrysochloris
8747050200,161731,Brevoortia spp.,Brevoortia spp.,Menhadens,1,0,Brevoortia spp.
8747050201,161732,Bre. tyrannus,Brevoortia tyrannus,Atlantic Menhaden,1,0,B. tyrannus
8747050202,161734,Bre. patronus,Brevoortia patronus,Gulf Menhaden,1,0,B. patronus
8747050203,161735,Bre. smithi,Brevoortia smithi,Yellowfin Menhaden,1,0,B. smithi
8747060000,999992,Dorosomatidae spp.,Dorosomatidae spp.,thread herrings,1,1,Dorosomatidae spp.
8747060100,161736,Dorosoma spp.,Dorosoma spp.,Shad,1,0,Dorosoma spp.
8747060101,161737,Dor. cepedianum,Dorosoma cepedianum,Gizzard Shad,1,0,D. cepedianum
8747060102,161738,Dor. petenense,Dorosoma petenense,Threadfin Shad,1,0,D. petenense
8747060200,161747,Opisthonema spp.,Opisthonema spp.,thread herrings,1,0,Opisthonema spp.
8747060201,161748,Opi. oglinum,Opisthonema oglinum,Atlantic Thread Herring,1,0,O. oglinum
8747060300,161752,Harengula spp.,Harengula spp.,sardines,1,0,Harengula spp.
8747060301,161753,Har. clupeola,Harengula clupeola,False Pilchard,1,0,H. clupeola
8747060302,161754,Har. humeralis,Harengula humeralis,Redear Sardine,1,0,H. humeralis
8747060303,161755,Har. jaguana,Harengula jaguana,Scaled Sardine,1,0,H. jaguana
8747060400,161762,Sardinella spp.,Sardinella spp.,sardines,1,0,Sardinella spp.
