"Reference","year","sgyear","FLUCCSCODE","acres","areas","mngacre","lon","lat"
"TBM1999040606","1999","2001",NA,NA,5,3521.78211000489,-82.4110000000018,27.8103330000031
"TBM1999040608","1999","2001",NA,NA,5,3521.78211000489,-82.3996670000018,27.8236670000031
"TBM1999090302","1999","2001",NA,NA,5,3521.78211000489,-82.3993330000018,27.8175000000031
"TBM1999110907","1999","2001",NA,NA,5,3521.78211000489,-82.4010000000018,27.8473330000031
"TBM1999120709","1999","2001",NA,NA,5,3521.78211000489,-82.3963330000018,27.8531670000031
"TBM2000020805","2000","2001",NA,NA,5,3521.78211000489,-82.4058330000018,27.8418330000031
"TBM2000030809","2000","2001",NA,NA,5,3521.78211000489,-82.3866670000018,27.8203330000031
"TBM2000030810","2000","2001",NA,NA,5,3521.78211000489,-82.3998330000018,27.8141670000031
"TBM2000050308","2000","2001",NA,NA,5,3521.78211000489,-82.4025000000018,27.8190000000031
"TBM2000072406","2000","2001",NA,NA,5,3521.78211000489,-82.4023330000018,27.8146670000031
"TBM2000072407","2000","2001",NA,NA,5,3521.78211000489,-82.4188330000018,27.8433330000031
"TBM2000101104","2000","2001",NA,NA,5,3521.78211000489,-82.4026670000018,27.8148330000031
"TBM2000101105","2000","2001",NA,NA,5,3521.78211000489,-82.4123330000018,27.8471670000031
"TBM2000101106","2000","2001",NA,NA,5,3521.78211000489,-82.3985000000018,27.8523330000031
"TBM2000120702","2000","2001",NA,NA,5,3521.78211000489,-82.3988330000018,27.8528330000031
"TBM2000040502","2000","2001",NA,NA,6,20137.8629976865,-82.4231670000018,27.8045000000031
"TBM2000050306","2000","2001",NA,NA,6,20137.8629976865,-82.4253330000018,27.8055000000031
"TBM2000090802","2000","2001",NA,NA,6,20137.8629976865,-82.4263330000018,27.7850000000031
"TBM2000121802","2000","2001",NA,NA,6,20137.8629976865,-82.4136670000018,27.7873330000031
"TBM1999010810","1999","2001",NA,NA,6,20137.8629976865,-82.4738330000018,27.7503330000031
"TBM1999021703","1999","2001",NA,NA,6,20137.8629976865,-82.4388330000018,27.7723330000031
"TBM1999021801","1999","2001",NA,NA,6,20137.8629976865,-82.4768330000018,27.7313330000031
"TBM1999021802","1999","2001",9113,494.408730773633,6,20137.8629976865,-82.4791670000018,27.7233330000031
"TBM1999032309","1999","2001",NA,NA,6,20137.8629976865,-82.4766670000018,27.7253330000031
"TBM1999050703","1999","2001",9116,349.944249780195,6,20137.8629976865,-82.4426670000018,27.7605000000031
"TBM1999050705","1999","2001",NA,NA,6,20137.8629976865,-82.4318330000018,27.7720000000031
"TBM1999060202","1999","2001",NA,NA,6,20137.8629976865,-82.4366670000018,27.7688330000031
"TBM1999071407","1999","2001",9113,494.408730773633,6,20137.8629976865,-82.4841670000018,27.7211670000031
"TBM1999081101","1999","2001",9113,494.408730773633,6,20137.8629976865,-82.4688330000018,27.7398330000031
"TBM1999091004","1999","2001",9116,349.944249780195,6,20137.8629976865,-82.4765000000018,27.7240000000031
"TBM1999100606","1999","2001",9113,494.408730773633,6,20137.8629976865,-82.4481670000018,27.7598330000031
"TBM1999100610","1999","2001",NA,NA,6,20137.8629976865,-82.4775000000018,27.7285000000031
"TBM2000011001","2000","2001",NA,NA,6,20137.8629976865,-82.4958330000018,27.7225000000031
"TBM2000011102","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4523330000018,27.7576670000031
"TBM2000011108","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4766670000018,27.7331670000031
"TBM2000020403","2000","2001",NA,NA,6,20137.8629976865,-82.4925000000018,27.7328330000031
"TBM2000020406","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4566670000018,27.7633330000031
"TBM2000020408","2000","2001",NA,NA,6,20137.8629976865,-82.4441670000018,27.7625000000031
"TBM2000020802","2000","2001",NA,NA,6,20137.8629976865,-82.4211670000018,27.7930000000031
"TBM2000030702","2000","2001",NA,NA,6,20137.8629976865,-82.4213330000018,27.7916670000031
"TBM2000030907","2000","2001",NA,NA,6,20137.8629976865,-82.4800000000018,27.7453330000031
"TBM2000040501","2000","2001",NA,NA,6,20137.8629976865,-82.4460000000018,27.8053330000031
"TBM2000050301","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4866670000018,27.7413330000031
"TBM2000060808","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4556670000018,27.7130000000031
"TBM2000070702","2000","2001",NA,NA,6,20137.8629976865,-82.4770000000018,27.7278330000031
"TBM2000090803","2000","2001",9116,349.944249780195,6,20137.8629976865,-82.4498330000018,27.7585000000031
"TBM2000090810","2000","2001",NA,NA,6,20137.8629976865,-82.4750000000018,27.7095000000031
"TBM2000090811","2000","2001",NA,NA,6,20137.8629976865,-82.4901670000018,27.7366670000031
"TBM2000102704","2000","2001",NA,NA,6,20137.8629976865,-82.4740000000018,27.7485000000031
"TBM2000110301","2000","2001",NA,NA,6,20137.8629976865,-82.4456670000018,27.7621670000031
"TBM2000121806","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4838330000018,27.7573330000031
"TBM2000121807","2000","2001",9113,494.408730773633,6,20137.8629976865,-82.4681670000018,27.7601670000031
"TBM1999010813","1999","2001",NA,NA,7,12684.4477677458,-82.5180000000018,27.7068330000031
"TBM1999010814","1999","2001",9116,1026.6421171608,7,12684.4477677458,-82.5243330000018,27.6958330000031
"TBM1999021202","1999","2001",9113,942.335515865724,7,12684.4477677458,-82.5460000000018,27.6625000000031
"TBM1999032301","1999","2001",9116,1026.6421171608,7,12684.4477677458,-82.5320000000018,27.6851670000031
"TBM1999032302","1999","2001",9113,942.335515865724,7,12684.4477677458,-82.5283330000018,27.6910000000031
"TBM1999032303","1999","2001",9113,942.335515865724,7,12684.4477677458,-82.5338330000018,27.6836670000031
"TBM1999032304","1999","2001",NA,NA,7,12684.4477677458,-82.5463330000018,27.6643330000031
"TBM1999051201","1999","2001",9116,1026.6421171608,7,12684.4477677458,-82.5520000000018,27.6608330000031
"TBM1999070612","1999","2001",9116,1026.6421171608,7,12684.4477677458,-82.5190000000018,27.7006670000031
"TBM1999070613","1999","2001",9116,1026.6421171608,7,12684.4477677458,-82.5321670000018,27.6840000000031
"TBM1999081106","1999","2001",NA,NA,7,12684.4477677458,-82.5386670000018,27.6691670000031
"TBM1999102106","1999","2001",9116,1026.6421171608,7,12684.4477677458,-82.5368330000018,27.6775000000031
"TBM1999110509","1999","2001",NA,NA,7,12684.4477677458,-82.5038330000018,27.6796670000031
"TBM1999120204","1999","2001",NA,NA,7,12684.4477677458,-82.5240000000018,27.6841670000031
"TBM2000011002","2000","2001",NA,NA,7,12684.4477677458,-82.5031670000018,27.7183330000031
"TBM2000011003","2000","2001",NA,NA,7,12684.4477677458,-82.5105000000018,27.7120000000031
"TBM2000011008","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5161670000018,27.6961670000031
"TBM2000021604","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5311670000018,27.6863330000031
"TBM2000040504","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5210000000018,27.7016670000031
"TBM2000061904","2000","2001",9113,942.335515865724,7,12684.4477677458,-82.5011670000018,27.7175000000031
"TBM2000061908","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5180000000018,27.6746670000031
"TBM2000070704","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5271670000018,27.6915000000031
"TBM2000080307","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5386670000018,27.6748330000031
"TBM2000080308","2000","2001",NA,NA,7,12684.4477677458,-82.5503330000018,27.6513330000031
"TBM2000102701","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5386670000018,27.6760000000031
"TBM2000102702","2000","2001",NA,NA,7,12684.4477677458,-82.5001670000018,27.7195000000031
"TBM2000110303","2000","2001",9116,1026.6421171608,7,12684.4477677458,-82.5295000000018,27.6890000000031
"TBM2000110304","2000","2001",9113,942.335515865724,7,12684.4477677458,-82.5401670000018,27.6776670000031
"TBM2000121217","2000","2001",9113,942.335515865724,7,12684.4477677458,-82.5253330000018,27.6940000000031
"TBM2000121221","2000","2001",9113,942.335515865724,7,12684.4477677458,-82.5125000000018,27.6755000000031
"TBM1999070610","1999","2001",NA,NA,7,12684.4477677458,-82.5610000000018,27.6418330000031
"TBM2000030902","2000","2001",9113,942.335515865724,7,12684.4477677458,-82.5630000000018,27.6396670000031
"TBM1999010708","1999","2001",9113,1118.91100656741,8,21773.0556474156,-82.6295000000018,27.5586670000031
"TBM1999010710","1999","2001",NA,NA,8,21773.0556474156,-82.6333330000018,27.5540000000031
"TBM1999021205","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.5825000000018,27.5958330000031
"TBM1999040607","1999","2001",9113,1118.91100656741,8,21773.0556474156,-82.5708330000018,27.6308330000031
"TBM1999040701","1999","2001",NA,NA,8,21773.0556474156,-82.5633330000018,27.6071670000031
"TBM1999040703","1999","2001",NA,NA,8,21773.0556474156,-82.5633330000018,27.6083330000031
"TBM1999051203","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.5545000000018,27.5988330000031
"TBM1999051204","1999","2001",NA,NA,8,21773.0556474156,-82.5866670000018,27.6046670000031
"TBM1999051205","1999","2001",NA,NA,8,21773.0556474156,-82.6166670000018,27.5750000000031
"TBM1999060808","1999","2001",9113,1118.91100656741,8,21773.0556474156,-82.5700000000018,27.6246670000031
"TBM1999060811","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.5811670000018,27.5910000000031
"TBM1999070609","1999","2001",NA,NA,8,21773.0556474156,-82.5793330000018,27.5975000000031
"TBM1999081214","1999","2001",9113,1118.91100656741,8,21773.0556474156,-82.6141670000018,27.5725000000031
"TBM1999092304","1999","2001",NA,NA,8,21773.0556474156,-82.5663330000018,27.6241670000031
"TBM1999092305","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.5953330000018,27.5761670000031
"TBM1999102102","1999","2001",NA,NA,8,21773.0556474156,-82.5498330000018,27.6030000000031
"TBM1999102104","1999","2001",NA,NA,8,21773.0556474156,-82.6010000000018,27.5901670000031
"TBM1999102105","1999","2001",NA,NA,8,21773.0556474156,-82.5656670000018,27.6328330000031
"TBM1999110407","1999","2001",9113,1118.91100656741,8,21773.0556474156,-82.6325000000018,27.5526670000031
"TBM1999120306","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.6336670000018,27.552667000003
"TBM1999120911","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.6071670000018,27.5848330000031
"TBM1999120912","1999","2001",9116,2517.57894213889,8,21773.0556474156,-82.5901670000018,27.5910000000031
"TBM2000010505","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.6071670000018,27.5618330000031
"TBM2000011004","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5880000000018,27.5958330000031
"TBM2000020905","2000","2001",NA,NA,8,21773.0556474156,-82.6135000000018,27.5820000000031
"TBM2000021601","2000","2001",NA,NA,8,21773.0556474156,-82.5881670000018,27.6041670000031
"TBM2000040508","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5581670000018,27.6098330000031
"TBM2000040704","2000","2001",NA,NA,8,21773.0556474156,-82.6333330000018,27.5488330000031
"TBM2000040705","2000","2001",9113,1118.91100656741,8,21773.0556474156,-82.6230000000018,27.5631670000031
"TBM2000040706","2000","2001",NA,NA,8,21773.0556474156,-82.5906670000018,27.5733330000031
"TBM2000050504","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5566670000018,27.5998330000031
"TBM2000050508","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5685000000018,27.6086670000031
"TBM2000060604","2000","2001",9113,1118.91100656741,8,21773.0556474156,-82.6336670000018,27.5488330000031
"TBM2000070706","2000","2001",NA,NA,8,21773.0556474156,-82.5701670000018,27.6263330000031
"TBM2000070708","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5756670000018,27.5956670000031
"TBM2000070709","2000","2001",9113,1118.91100656741,8,21773.0556474156,-82.6180000000018,27.5736670000031
"TBM2000070710","2000","2001",9113,1118.91100656741,8,21773.0556474156,-82.6521670000018,27.5371670000031
"TBM2000081507","2000","2001",9113,1118.91100656741,8,21773.0556474156,-82.6338330000018,27.5513330000031
"TBM2000091109","2000","2001",9113,1118.91100656741,8,21773.0556474156,-82.5696670000018,27.6151670000031
"TBM2000091110","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5668330000018,27.6065000000031
"TBM2000091203","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.6191670000018,27.5696670000031
"TBM2000100604","2000","2001",9116,2517.57894213889,8,21773.0556474156,-82.5665000000018,27.6188330000031
"TBM2000111703","2000","2001",NA,NA,8,21773.0556474156,-82.6288330000018,27.5555000000031
"TBM2000121302","2000","2001",NA,NA,8,21773.0556474156,-82.6350000000018,27.5548330000031
"TBM2000121309","2000","2001",NA,NA,8,21773.0556474156,-82.6116670000018,27.5866670000031
"TBM1999012007","1999","2001",NA,NA,10,9928.70897331473,-82.7193330000018,27.5288330000031
"TBM1999021609","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.6930000000018,27.5040000000031
"TBM1999032403","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.7086670000018,27.5135000000031
"TBM1999041901","1999","2001",NA,NA,10,9928.70897331473,-82.6871670000018,27.5286670000031
"TBM1999042002","1999","2001",NA,NA,10,9928.70897331473,-82.7061670000018,27.528667000003
"TBM1999051814","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.6861670000018,27.5140000000031
"TBM1999061002","1999","2001",NA,NA,10,9928.70897331473,-82.6675000000018,27.5253330000031
"TBM1999071203","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.6738330000018,27.5216670000031
"TBM1999081207","1999","2001",NA,NA,10,9928.70897331473,-82.6908330000018,27.5291670000031
"TBM1999081210","1999","2001",NA,NA,10,9928.70897331473,-82.7291670000018,27.5258330000031
"TBM1999091305","1999","2001",NA,NA,10,9928.70897331473,-82.6891670000018,27.5308330000031
"TBM1999091308","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.6841670000018,27.5208330000031
"TBM1999100411","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.7095000000018,27.5101670000031
"TBM1999110106","1999","2001",9116,1718.11788229035,10,9928.70897331473,-82.6800000000018,27.5228330000031
"TBM1999110108","1999","2001",9113,377.531138998858,10,9928.70897331473,-82.6830000000018,27.5270000000031
"TBM2000031408","2000","2001",9116,1718.11788229035,10,9928.70897331473,-82.6868330000018,27.509167000003
"TBM2000060605","2000","2001",NA,NA,10,9928.70897331473,-82.7038330000018,27.5271670000031
"TBM2000091207","2000","2001",9116,1718.11788229035,10,9928.70897331473,-82.6890000000018,27.5286670000031
"TBM2000100609","2000","2001",9116,1718.11788229035,10,9928.70897331473,-82.7011670000018,27.5216670000031
"TBM1999020803","1999","2001",9116,5751.55082436311,12,18816.1220867629,-82.6963330000018,27.6328330000031
"TBM1999060207","1999","2001",9116,5751.55082436311,12,18816.1220867629,-82.6995000000018,27.6330000000031
"TBM1999091707","1999","2001",9116,5751.55082436311,12,18816.1220867629,-82.6741670000018,27.6455000000031
"TBM1999110813","1999","2001",9116,5751.55082436311,12,18816.1220867629,-82.7003330000018,27.6295000000031
"TBM2000010603","2000","2001",9116,5751.55082436311,12,18816.1220867629,-82.6751670000018,27.6468330000031
"TBM2000031303","2000","2001",9116,5751.55082436311,12,18816.1220867629,-82.6788330000018,27.6541670000031
"TBM2000031304","2000","2001",9116,5751.55082436311,12,18816.1220867629,-82.7038330000018,27.6261670000031
"TBM2000041804","2000","2001",9116,5751.55082436311,12,18816.1220867629,-82.6788330000018,27.6540000000031
"TBM2000071706","2000","2001",NA,NA,12,18816.1220867629,-82.6778330000018,27.665333000003
"TBM2000112905","2000","2001",9116,5751.55082436311,12,18816.1220867629,-82.6973330000018,27.6310000000031
"TBM1999050706","1999","2001",9116,719.754554121867,16,8905.90062987132,-82.6513330000018,27.7000000000031
"TBM1999111206","1999","2001",9116,719.754554121867,16,8905.90062987132,-82.6440000000018,27.698500000003
"TBM2000110809","2000","2001",NA,NA,16,8905.90062987132,-82.6425000000018,27.6996670000031
"TBM1999010815","1999","2001",9116,719.754554121867,16,8905.90062987132,-82.6458330000018,27.6808330000031
"TBM1999020804","1999","2001",NA,NA,16,8905.90062987132,-82.6731670000018,27.6641670000031
"TBM1999071309","1999","2001",9116,719.754554121867,16,8905.90062987132,-82.6503330000018,27.6833330000031
"TBM1999100603","1999","2001",9113,282.179719846416,16,8905.90062987132,-82.6650000000018,27.6798330000031
"TBM1999110812","1999","2001",NA,NA,16,8905.90062987132,-82.6703330000018,27.6421670000031
"TBM1999120910","1999","2001",9116,719.754554121867,16,8905.90062987132,-82.6570000000018,27.6801670000031
"TBM2000010601","2000","2001",NA,NA,16,8905.90062987132,-82.6535000000018,27.6838330000031
"TBM2000010602","2000","2001",9116,719.754554121867,16,8905.90062987132,-82.6641670000018,27.6793330000031
"TBM2000071705","2000","2001",9113,282.179719846416,16,8905.90062987132,-82.6523330000018,27.6808330000031
"TBM2000121414","2000","2001",9116,719.754554121867,16,8905.90062987132,-82.6733330000018,27.6701670000031
"TBM2000121416","2000","2001",9116,719.754554121867,16,8905.90062987132,-82.6645000000018,27.6791670000031
"TBM1999010604","1999","2001",NA,NA,17,7685.83321516477,-82.6248330000018,27.7441670000031
"TBM1999010605","1999","2001",NA,NA,17,7685.83321516477,-82.6236670000018,27.7440000000031
"TBM1999020910","1999","2001",NA,NA,17,7685.83321516477,-82.6336670000018,27.7116670000031
"TBM1999050702","1999","2001",9116,741.726464276333,17,7685.83321516477,-82.6180000000018,27.7150000000031
"TBM1999050704","1999","2001",9113,169.341978492417,17,7685.83321516477,-82.6358330000018,27.7055000000031
"TBM1999061808","1999","2001",9116,741.726464276333,17,7685.83321516477,-82.6233330000018,27.7073330000031
"TBM1999071302","1999","2001",9113,169.341978492417,17,7685.83321516477,-82.6278330000018,27.7536670000031
"TBM1999071304","1999","2001",9116,741.726464276333,17,7685.83321516477,-82.6281670000018,27.7421670000031
"TBM1999071307","1999","2001",NA,NA,17,7685.83321516477,-82.6311670000018,27.7200000000031
"TBM1999080603","1999","2001",9116,741.726464276333,17,7685.83321516477,-82.6281670000018,27.7183330000031
"TBM1999091309","1999","2001",NA,NA,17,7685.83321516477,-82.6403330000018,27.7371670000031
